ts,ecg
1626177987405.33,-14.6379500195921
1626177987408.66,-14.6442967229243
1626177987411.99,-14.6704047525412
1626177987415.31,-14.6591537784521
1626177987418.64,-14.6577113458766
1626177987421.97,-14.6345603030396
1626177987425.29,-14.6559083051572
1626177987428.62,-14.6635531978075
1626177987431.95,-14.6822326996604
1626177987435.27,-14.7581767747613
1626177987438.6,-14.8150086182366
1626177987441.93,-14.9179983041284
1626177987445.25,-14.9860811216928
1626177987448.58,-14.9795180534742
1626177987451.9,-14.8845338683765
1626177987455.23,-14.7220438387446
1626177987458.56,-14.5904939878576
1626177987461.88,-14.1360556049413
1626177987465.21,-13.3851252061278
1626177987468.54,-13.0007890463816
1626177987471.86,-12.5746223419455
1626177987475.19,-12.5548610156609
1626177987478.52,-12.6493403493572
1626177987481.84,-13.0988744615167
1626177987485.17,-13.3328370252653
1626177987488.49,-13.7987427471569
1626177987491.82,-14.2066626795128
1626177987495.15,-14.3881206975127
1626177987498.47,-14.5470046457058
1626177987501.8,-14.5111601962042
1626177987505.13,-14.477767882081
1626177987508.45,-14.4732963410969
1626177987511.78,-14.5082753310532
1626177987515.11,-14.5466440375619
1626177987518.43,-14.5555149979013
1626177987521.76,-14.5537119571819
1626177987525.09,-14.5664774854752
1626177987528.41,-14.5849406224418
1626177987531.74,-14.5611404849458
1626177987535.06,-14.5563804574466
1626177987538.39,-14.5845078926692
1626177987541.72,-14.5808296896016
1626177987545.04,-14.5752042025571
1626177987548.37,-14.6195590042542
1626177987551.7,-14.596480083046
1626177987555.02,-14.5867436631612
1626177987558.35,-14.6117698683464
1626177987561.68,-14.6055674082717
1626177987565,-14.6031152728933
1626177987568.33,-14.5806854463441
1626177987571.66,-14.5834260682376
1626177987574.98,-14.5809739328592
1626177987578.31,-14.5847242575555
1626177987581.63,-14.538566415139
1626177987584.96,-14.5646744447558
1626177987588.29,-14.5932346097511
1626177987591.61,-14.5871042713051
1626177987594.94,-14.5778727028218
1626177987598.27,-14.5752763241859
1626177987601.59,-14.5521252813489
1626177987604.92,-14.5377730772225
1626177987608.25,-14.5470767673346
1626177987611.57,-14.5443361454411
1626177987614.9,-14.5508270920309
1626177987618.23,-14.5496010243417
1626177987621.55,-14.5256566435881
1626177987624.88,-14.5312100090039
1626177987628.2,-14.4972407218505
1626177987631.53,-14.5021449926072
1626177987634.86,-14.498683154426
1626177987638.18,-14.5024334791223
1626177987641.51,-14.4814460851486
1626177987644.84,-14.4595932316295
1626177987648.16,-14.4622617318942
1626177987651.49,-14.4466113384499
1626177987654.82,-14.440769486519
1626177987658.14,-14.4161760111065
1626177987661.47,-14.4061511047067
1626177987664.79,-14.4326918640961
1626177987668.12,-14.4069444426232
1626177987671.45,-14.3866782649372
1626177987674.77,-14.3620126678959
1626177987678.1,-14.3408089090358
1626177987681.43,-14.3287645970302
1626177987684.75,-14.3081378112004
1626177987688.08,-14.2749618619635
1626177987691.41,-14.256787211512
1626177987694.73,-14.2615472390112
1626177987698.06,-14.2369537635987
1626177987701.39,-14.203705692733
1626177987704.71,-14.1991620301201
1626177987708.04,-14.1933922998181
1626177987711.36,-14.1553120798245
1626177987714.69,-14.1639666752776
1626177987718.02,-14.1478835520606
1626177987721.34,-14.1418253352434
1626177987724.67,-14.1431235245614
1626177987728,-14.144205348993
1626177987731.32,-14.1315119423284
1626177987734.65,-14.1500472009238
1626177987737.98,-14.1801219201233
1626177987741.3,-14.1550235933094
1626177987744.63,-14.208537841861
1626177987747.96,-14.2074560174294
1626177987751.28,-14.2549120491638
1626177987754.61,-14.3022238376407
1626177987757.93,-14.316936649911
1626177987761.26,-14.3512665452083
1626177987764.59,-14.3674939116828
1626177987767.91,-14.4129305378116
1626177987771.24,-14.4546889608728
1626177987774.57,-14.4460343654197
1626177987777.89,-14.4904612887456
1626177987781.22,-14.5088523040834
1626177987784.55,-14.4901728022305
1626177987787.87,-14.4932740322678
1626177987791.2,-14.5032268170389
1626177987794.53,-14.5309215224888
1626177987797.85,-14.551115578546
1626177987801.18,-14.5648186880134
1626177987804.5,-14.5629435256652
1626177987807.83,-14.5706605399442
1626177987811.16,-14.6032595161509
1626177987814.48,-14.5551543897574
1626177987817.81,-14.5770072432765
1626177987821.14,-14.5892679201684
1626177987824.46,-14.5735454050953
1626177987827.79,-14.5690017424824
1626177987831.12,-14.5806854463441
1626177987834.44,-14.6119862332328
1626177987837.77,-14.5928740016072
1626177987841.09,-14.599364948197
1626177987844.42,-14.5956146235007
1626177987847.75,-14.5719587292622
1626177987851.07,-14.6102553141421
1626177987854.4,-14.6168183823607
1626177987857.73,-14.5957588667582
1626177987861.05,-14.605783773158
1626177987864.38,-14.6101110708846
1626177987867.71,-14.6038364891811
1626177987871.03,-14.598715853538
1626177987874.36,-14.6098225843695
1626177987877.69,-14.6305936134569
1626177987881.01,-14.5962637181596
1626177987884.34,-14.6298002755404
1626177987887.66,-14.6036201242948
1626177987890.99,-14.5950376504705
1626177987894.32,-14.6087407599379
1626177987897.64,-14.6274923834196
1626177987900.97,-14.6470373448178
1626177987904.3,-14.5997976779697
1626177987907.62,-14.6117698683464
1626177987910.95,-14.5977782723639
1626177987914.28,-14.608380151794
1626177987917.6,-14.5974176642201
1626177987920.93,-14.6067213543321
1626177987924.26,-14.6096062194832
1626177987927.58,-14.6029710296358
1626177987930.91,-14.6191983961103
1626177987934.23,-14.6146547334975
1626177987937.56,-14.6263384373591
1626177987940.89,-14.6166741391032
1626177987944.21,-14.5910709608878
1626177987947.54,-14.6357142491
1626177987950.87,-14.6072983273623
1626177987954.19,-14.5838587980102
1626177987957.52,-14.5984994886517
1626177987960.85,-14.5988600967956
1626177987964.17,-14.6124910846342
1626177987967.5,-14.5886909471382
1626177987970.83,-14.6085243950515
1626177987974.15,-14.5876091227065
1626177987977.48,-14.57267994555
1626177987980.8,-14.5731126753226
1626177987984.13,-14.5991485833107
1626177987987.46,-14.6088128815666
1626177987990.78,-14.5930182448647
1626177987994.11,-14.5853012305857
1626177987997.44,-14.6171789905046
1626177988000.76,-14.5832097033512
1626177988004.09,-14.6034758810372
1626177988007.42,-14.5914315690317
1626177988010.74,-14.5989322184243
1626177988014.07,-14.6021055700905
1626177988017.4,-14.6228765991779
1626177988020.72,-14.5811902977455
1626177988024.05,-14.6325408974339
1626177988027.37,-14.5869600280476
1626177988030.7,-14.6111928953162
1626177988034.03,-14.5996534347121
1626177988037.35,-14.6015285970603
1626177988040.68,-14.6298002755404
1626177988044.01,-14.6067213543321
1626177988047.33,-14.6007352591437
1626177988050.66,-14.5946049206978
1626177988053.99,-14.598066758879
1626177988057.31,-14.5995813130833
1626177988060.64,-14.5939558260388
1626177988063.96,-14.6131401792932
1626177988067.29,-14.6264105589879
1626177988070.62,-14.602898908007
1626177988073.94,-14.6115535034601
1626177988077.27,-14.604197097325
1626177988080.6,-14.6267711671318
1626177988083.92,-14.5959031100158
1626177988087.25,-14.6152317065277
1626177988090.58,-14.6282135997073
1626177988093.9,-14.6089571248242
1626177988097.23,-14.6238863019808
1626177988100.56,-14.592297028577
1626177988103.88,-14.5959031100158
1626177988107.21,-14.5959031100158
1626177988110.53,-14.6073704489911
1626177988113.86,-14.6071540841048
1626177988117.19,-14.5915758122892
1626177988120.51,-14.5996534347121
1626177988123.84,-14.5910709608878
1626177988127.17,-14.5974897858488
1626177988130.49,-14.5987879751668
1626177988133.82,-14.5959752316445
1626177988137.15,-14.6075146922487
1626177988140.47,-14.6246075182685
1626177988143.8,-14.5767908783902
1626177988147.13,-14.5956146235007
1626177988150.45,-14.5997255563409
1626177988153.78,-14.5949655288417
1626177988157.1,-14.5757090539585
1626177988160.43,-14.605783773158
1626177988163.76,-14.5897727715698
1626177988167.08,-14.5996534347121
1626177988170.41,-14.5985716102805
1626177988173.74,-14.6162414093305
1626177988177.06,-14.6274202617908
1626177988180.39,-14.5992928265682
1626177988183.72,-14.6135729090658
1626177988187.04,-14.6191262744816
1626177988190.37,-14.6089571248242
1626177988193.7,-14.5829933384649
1626177988197.02,-14.5829212168361
1626177988200.35,-14.5866715415325
1626177988203.67,-14.5982110021366
1626177988207,-14.6081637869076
1626177988210.33,-14.5921527853194
1626177988213.65,-14.6088850031954
1626177988216.98,-14.6062165029307
1626177988220.31,-14.6063607461883
1626177988223.63,-14.6155201930428
1626177988226.96,-14.607081962476
1626177988230.29,-14.6032595161509
1626177988233.61,-14.5885467038806
1626177988236.94,-14.5820557572908
1626177988240.26,-14.5834260682376
1626177988243.59,-14.5900612580849
1626177988246.92,-14.5902776229713
1626177988250.24,-14.602249813348
1626177988253.57,-14.596480083046
1626177988256.9,-14.5979225156215
1626177988260.22,-14.5798921084275
1626177988263.55,-14.5972734209625
1626177988266.88,-14.6026104214919
1626177988270.2,-14.5785939191096
1626177988273.53,-14.5891236769108
1626177988276.86,-14.6039807324387
1626177988280.18,-14.5860224468735
1626177988283.51,-14.5954703802431
1626177988286.83,-14.5860945685023
1626177988290.16,-14.594532799069
1626177988293.49,-14.5821278789196
1626177988296.81,-14.5889073120245
1626177988300.14,-14.5858060819872
1626177988303.47,-14.580396959829
1626177988306.79,-14.58328182498
1626177988310.12,-14.5897727715698
1626177988313.45,-14.587464879449
1626177988316.77,-14.5858782036159
1626177988320.1,-14.6025382998631
1626177988323.43,-14.608380151794
1626177988326.75,-14.5984273670229
1626177988330.08,-14.5664053638465
1626177988333.4,-14.5824884870635
1626177988336.73,-14.5977061507352
1626177988340.06,-14.614798976755
1626177988343.38,-14.6047019487264
1626177988346.71,-14.5928018799784
1626177988350.04,-14.598066758879
1626177988353.36,-14.5857339603584
1626177988356.69,-14.5943885558115
1626177988360.02,-14.5997255563409
1626177988363.34,-14.5973455425913
1626177988366.67,-14.5904218662288
1626177988370,-14.608380151794
1626177988373.32,-14.6057116515293
1626177988376.65,-14.5800363516851
1626177988379.97,-14.5914315690317
1626177988383.3,-14.5801084733139
1626177988386.63,-14.5658283908163
1626177988389.95,-14.5809018112304
1626177988393.28,-14.5849406224418
1626177988396.61,-14.6238863019808
1626177988399.93,-14.5762860269887
1626177988403.26,-14.5672708233918
1626177988406.59,-14.5377730772225
1626177988409.91,-14.5180117509379
1626177988413.24,-14.5106553448028
1626177988416.56,-14.4987552760548
1626177988419.89,-14.4802921390882
1626177988423.22,-14.4669496377646
1626177988426.54,-14.418267538341
1626177988429.87,-14.4197099709165
1626177988433.2,-14.4174020787957
1626177988436.52,-14.4202869439467
1626177988439.85,-14.4296627556876
1626177988443.18,-14.4355767292472
1626177988446.5,-14.453318649926
1626177988449.83,-14.4882976398823
1626177988453.16,-14.5095013987424
1626177988456.48,-14.5578228900221
1626177988459.81,-14.5634483770667
1626177988463.13,-14.5551543897574
1626177988466.46,-14.5790266488822
1626177988469.79,-14.5807575679728
1626177988473.11,-14.5740502564967
1626177988476.44,-14.5928740016072
1626177988479.77,-14.5609962416883
1626177988483.09,-14.5654677826724
1626177988486.42,-14.5765023918751
1626177988489.75,-14.5668380936191
1626177988493.07,-14.5819115140333
1626177988496.4,-14.6071540841048
1626177988499.73,-14.6136450306946
1626177988503.05,-14.6047019487264
1626177988506.38,-14.6071540841048
1626177988509.7,-14.6072262057336
1626177988513.03,-14.6216505314887
1626177988516.36,-14.6047019487264
1626177988519.68,-14.6072983273623
1626177988523.01,-14.59388370441
1626177988526.34,-14.6224438694053
1626177988529.66,-14.6233093289506
1626177988532.99,-14.6162414093305
1626177988536.32,-14.6034037594084
1626177988539.64,-14.6149432200126
1626177988542.97,-14.6265548022455
1626177988546.3,-14.6274202617908
1626177988549.62,-14.662399251747
1626177988552.95,-14.7658216674115
1626177988556.27,-14.841260891111
1626177988559.6,-14.8893660175045
1626177988562.93,-14.8905199635649
1626177988566.25,-14.7983485219894
1626177988569.58,-14.7058885938988
1626177988572.91,-14.4263451607639
1626177988576.23,-13.8596855234725
1626177988579.56,-13.5063616640999
1626177988582.89,-12.7997860669835
1626177988586.21,-12.6091686021291
1626177988589.54,-12.5930854789121
1626177988592.86,-12.8469536122028
1626177988596.19,-13.2818470337209
1626177988599.52,-13.5231660036047
1626177988602.84,-13.9823644140201
1626177988606.17,-14.3517713966097
1626177988609.5,-14.4256960661049
1626177988612.82,-14.4774072739371
1626177988616.15,-14.453967744585
1626177988619.48,-14.4510107578052
1626177988622.8,-14.4617568804928
1626177988626.13,-14.4837539772694
1626177988629.46,-14.4902449238592
1626177988632.78,-14.5065444119626
1626177988636.11,-14.5292627250269
1626177988639.43,-14.5349603337002
1626177988642.76,-14.5475094971072
1626177988646.09,-14.5472931322209
1626177988649.41,-14.54145128029
1626177988652.74,-14.5470046457058
1626177988656.07,-14.5513319434323
1626177988659.39,-14.5540725653258
1626177988662.72,-14.547581618736
1626177988666.05,-14.5488798080539
1626177988669.37,-14.549817389228
1626177988672.7,-14.5458506996454
1626177988676.03,-14.5511877001748
1626177988679.35,-14.5483028350237
1626177988682.68,-14.5534955922956
1626177988686,-14.5538562004395
1626177988689.33,-14.5428937128656
1626177988692.66,-14.5317148604053
1626177988695.98,-14.5106553448028
1626177988699.31,-14.5192378186271
1626177988702.64,-14.514766277643
1626177988705.96,-14.5290463601406
1626177988709.29,-14.5229881433234
1626177988712.62,-14.5181559941955
1626177988715.94,-14.5183723590818
1626177988719.27,-14.511881412492
1626177988722.6,-14.4888024912837
1626177988725.92,-14.5032268170389
1626177988729.25,-14.4889467345413
1626177988732.57,-14.4897400724578
1626177988735.9,-14.4900285589729
1626177988739.23,-14.4818066932925
1626177988742.55,-14.4642090158712
1626177988745.88,-14.4503616631462
1626177988749.21,-14.4378124997392
1626177988752.53,-14.4525253120095
1626177988755.86,-14.4455295140182
1626177988759.19,-14.4381731078831
1626177988762.51,-14.4188445113712
1626177988765.84,-14.3962704415644
1626177988769.17,-14.3708115066065
1626177988772.49,-14.3772303315676
1626177988775.82,-14.3703787768339
1626177988779.14,-14.3546562617607
1626177988782.47,-14.3507616938069
1626177988785.8,-14.3144845145326
1626177988789.12,-14.2955886477934
1626177988792.45,-14.2816691734396
1626177988795.78,-14.2608981443522
1626177988799.1,-14.2531811300732
1626177988802.43,-14.2232506541313
1626177988805.76,-14.2290203844333
1626177988809.08,-14.1910844076973
1626177988812.41,-14.1810595012974
1626177988815.73,-14.1742079465637
1626177988819.06,-14.1421138217585
1626177988822.39,-14.1299973881242
1626177988825.71,-14.1199724817243
1626177988829.04,-14.1074954399461
1626177988832.37,-14.1206215763833
1626177988835.69,-14.1115342511576
1626177988839.02,-14.0711461390431
1626177988842.35,-14.0612654759008
1626177988845.67,-14.0564333267728
1626177988849,-14.0801613426401
1626177988852.33,-14.096605074001
1626177988855.65,-14.1105966699835
1626177988858.98,-14.1262470634278
1626177988862.3,-14.1618751480431
1626177988865.63,-14.16382243202
1626177988868.96,-14.1992341517489
1626177988872.28,-14.2520271840128
1626177988875.61,-14.2697691046916
1626177988878.94,-14.2987619994595
1626177988882.26,-14.3380682871423
1626177988885.59,-14.330134907977
1626177988888.92,-14.3591278027448
1626177988892.24,-14.3792497371733
1626177988895.57,-14.3977849957687
1626177988898.9,-14.4243978767869
1626177988902.22,-14.4492798387146
1626177988905.55,-14.4570689746224
1626177988908.87,-14.4732963410969
1626177988912.2,-14.4740175573847
1626177988915.53,-14.4901728022305
1626177988918.85,-14.4903891671168
1626177988922.18,-14.4889467345413
1626177988925.51,-14.4967358704491
1626177988928.83,-14.4911103834045
1626177988932.16,-14.5171462913926
1626177988935.49,-14.5165693183624
1626177988938.81,-14.5032989386676
1626177988942.14,-14.501568019577
1626177988945.47,-14.4968079920778
1626177988948.79,-14.5230602649522
1626177988952.12,-14.5263057382471
1626177988955.44,-14.5407300640023
1626177988958.77,-14.5364748879045
1626177988962.1,-14.5186608455969
1626177988965.42,-14.5241420893839
1626177988968.75,-14.5408743072598
1626177988972.08,-14.5423888614641
1626177988975.4,-14.5351766985865
1626177988978.73,-14.5327966848369
1626177988982.06,-14.539864604457
1626177988985.38,-14.5236372379824
1626177988988.71,-14.539215509798
1626177988992.03,-14.5361142797606
1626177988995.36,-14.5400088477145
1626177988998.69,-14.5384221718815
1626177989002.01,-14.5224111702932
1626177989005.34,-14.5226996568083
1626177989008.67,-14.5271711977924
1626177989011.99,-14.5264499815047
1626177989015.32,-14.5318591036629
1626177989018.65,-14.544047658926
1626177989021.97,-14.5271711977924
1626177989025.3,-14.5239978461263
1626177989028.63,-14.5217620756343
1626177989031.95,-14.5208244944602
1626177989035.28,-14.5205360079451
1626177989038.6,-14.5243584542702
1626177989041.93,-14.5461391861605
1626177989045.26,-14.5222669270357
1626177989048.58,-14.5268827112773
1626177989051.91,-14.525368157073
1626177989055.24,-14.5412349154037
1626177989058.56,-14.5357536716168
1626177989061.89,-14.5397924828282
1626177989065.22,-14.5276039275651
1626177989068.54,-14.5184444807106
1626177989071.87,-14.5171462913926
1626177989075.2,-14.5286857519967
1626177989078.52,-14.5430379561231
1626177989081.85,-14.5430379561231
1626177989085.17,-14.5384942935102
1626177989088.5,-14.5139008180977
1626177989091.83,-14.5299118196859
1626177989095.15,-14.5260893733608
1626177989098.48,-14.5449852401001
1626177989101.81,-14.5396482395706
1626177989105.13,-14.5484470782813
1626177989108.46,-14.5430379561231
1626177989111.79,-14.5382058069951
1626177989115.11,-14.5330851713521
1626177989118.44,-14.5288299952543
1626177989121.77,-14.5278924140802
1626177989125.09,-14.5486634431676
1626177989128.42,-14.5470767673346
1626177989131.74,-14.5394318746843
1626177989135.07,-14.5460670645317
1626177989138.4,-14.5520531597201
1626177989141.72,-14.5459949429029
1626177989145.05,-14.5423167398354
1626177989148.38,-14.5364027662757
1626177989151.7,-14.547581618736
1626177989155.03,-14.542749469608
1626177989158.36,-14.5368354960484
1626177989161.68,-14.556596822333
1626177989165.01,-14.5450573617288
1626177989168.33,-14.5521974029776
1626177989171.66,-14.5419561316915
1626177989174.99,-14.5560919709315
1626177989178.31,-14.5431100777519
1626177989181.64,-14.5461391861605
1626177989184.97,-14.5501058757431
1626177989188.29,-14.5444803886986
1626177989191.62,-14.5501058757431
1626177989194.95,-14.5510434569172
1626177989198.27,-14.5617895796048
1626177989201.6,-14.5752763241859
1626177989204.93,-14.5526301327503
1626177989208.25,-14.5459228212741
1626177989211.58,-14.54145128029
1626177989214.9,-14.5487355647964
1626177989218.23,-14.5589768360826
1626177989221.56,-14.5569574304768
1626177989224.88,-14.5582556197948
1626177989228.21,-14.5591210793401
1626177989231.54,-14.5359700365031
1626177989234.86,-14.5617895796048
1626177989238.19,-14.5488076864252
1626177989241.52,-14.5389270232829
1626177989244.84,-14.5421724965778
1626177989248.17,-14.5368354960484
1626177989251.5,-14.5387827800253
1626177989254.82,-14.5360421581319
1626177989258.15,-14.5327245632082
1626177989261.47,-14.5345997255563
1626177989264.8,-14.5320033469204
1626177989268.13,-14.544696753585
1626177989271.45,-14.5490240513115
1626177989274.78,-14.5422446182066
1626177989278.11,-14.542749469608
1626177989281.43,-14.5464276726756
1626177989284.76,-14.5410185505174
1626177989288.09,-14.5408743072598
1626177989291.41,-14.5351766985865
1626177989294.74,-14.5369076176772
1626177989298.07,-14.5310657657463
1626177989301.39,-14.5387106583966
1626177989304.72,-14.5252239138155
1626177989308.04,-14.4908218968894
1626177989311.37,-14.5074098715079
1626177989314.7,-14.5317148604053
1626177989318.02,-14.5175790211653
1626177989321.35,-14.5086359391971
1626177989324.68,-14.514117182984
1626177989328,-14.5107274664316
1626177989331.33,-14.5185166023393
1626177989334.66,-14.5497452675993
1626177989337.98,-14.5739060132391
1626177989341.31,-14.5467882808195
1626177989344.64,-14.4805085039745
1626177989347.96,-14.5148383992718
1626177989351.29,-14.4830327609817
1626177989354.61,-14.5095735203711
1626177989357.94,-14.511881412492
1626177989361.27,-14.562366552635
1626177989364.59,-14.4693296515143
1626177989367.92,-14.48195093655
1626177989371.25,-14.5144056694991
1626177989374.57,-14.5044528847281
1626177989377.9,-14.4937788836692
1626177989381.23,-14.5012795330619
1626177989384.55,-14.5159923453322
1626177989387.88,-14.5209687377177
1626177989391.2,-14.5136844532114
1626177989394.53,-14.5305609143449
1626177989397.86,-14.519598426771
1626177989401.18,-14.558183498166
1626177989404.51,-14.5198869132861
1626177989407.84,-14.4978176948807
1626177989411.16,-14.4962310190476
1626177989414.49,-14.5143335478703
1626177989417.82,-14.5544331734697
1626177989421.14,-14.5511877001748
1626177989424.47,-14.4950770729872
1626177989427.8,-14.4934903971541
1626177989431.12,-14.466516907992
1626177989434.45,-14.5463555510468
1626177989437.77,-14.5670544585054
1626177989441.1,-14.564313836612
1626177989444.43,-14.5021449926072
1626177989447.75,-14.4749551385588
1626177989451.08,-14.4628387049244
1626177989454.41,-14.461035664205
1626177989457.73,-14.4711326922336
1626177989461.06,-14.4639205293561
1626177989464.39,-14.4722866382941
1626177989467.71,-14.4435101084125
1626177989471.04,-14.3747060745604
1626177989474.37,-14.4445919328442
1626177989477.69,-14.4122093215238
1626177989481.02,-14.3452804500199
1626177989484.34,-14.3356161517639
1626177989487.67,-14.330784002636
1626177989491,-14.3524926128975
1626177989494.32,-14.397352265996
1626177989497.65,-14.3820624806955
1626177989500.98,-14.3289809619166
1626177989504.3,-14.3480210719134
1626177989507.63,-14.3726145473259
1626177989510.96,-14.3876879677401
1626177989514.28,-14.4100456726606
1626177989517.61,-14.4484143791693
1626177989520.94,-14.4983225462821
1626177989524.26,-14.4055020100477
1626177989527.59,-14.4115602268648
1626177989530.91,-14.4039874558434
1626177989534.24,-14.5674150666493
1626177989537.57,-14.6147268551262
1626177989540.89,-14.4543283527289
1626177989544.22,-14.4914709915484
1626177989547.55,-14.3778794262265
1626177989550.87,-14.4174742004245
1626177989554.2,-14.4440870814427
1626177989557.53,-14.5023613574936
1626177989560.85,-14.4820951798076
1626177989564.18,-14.4637762860985
1626177989567.5,-14.4600980830309
1626177989570.83,-14.4300233638314
1626177989574.16,-14.4222342279237
1626177989577.48,-14.4657235700755
1626177989580.81,-14.5025056007511
1626177989584.14,-14.4706278408322
1626177989587.46,-14.4668053945071
1626177989590.79,-14.4756763548465
1626177989594.12,-14.4355767292472
1626177989597.44,-14.4518762173505
1626177989600.77,-14.4701229894308
1626177989604.1,-14.4727193680667
1626177989607.42,-14.5038037900691
1626177989610.75,-14.6567016430738
1626177989614.07,-14.6747320502677
1626177989617.4,-14.762143464344
